,State,District,Latitude,Longitude
623,uttar-pradesh,pratapgarh district,25.9219600442,82.0024335326
624,uttar-pradesh,amethi district,26.1561764,81.80450839427581
625,uttar-pradesh,siddharthnagar district,26.1561764,81.80450839427581
626,uttar-pradesh,auraiya district,26.1561764,81.80450839427581
627,uttar-pradesh,sambhal district,26.1561764,81.80450839427581
628,uttar-pradesh,kanpur nagar district,26.1561764,81.80450839427581
629,uttar-pradesh,aligarh district,27.87698975,78.13729027600994
630,uttar-pradesh,mahoba district,25.292924,79.8848158
631,uttar-pradesh,lucknow district,28.8067822,79.0140742
632,uttar-pradesh,sant kabeer nagar district,28.8067822,79.0140742
633,uttar-pradesh,hathras district,27.5996322,78.0497369
634,uttar-pradesh,budaun district,28.027692,79.1254409
635,uttar-pradesh,moradabad district,29.0786044,79.0507168
636,uttar-pradesh,kushinagar district,26.8632735,83.9553228
637,uttar-pradesh,baghpat district,28.9464293,77.2170076
638,uttar-pradesh,shahjahanpur district,27.8552433,79.8944047
639,uttar-pradesh,muzaffarnagar district,27.8552433,79.8944047
640,uttar-pradesh,ambedkar nagar district,28.6400895,77.42868
641,uttar-pradesh,bahraich district,27.5727012,81.6061717
642,uttar-pradesh,jalaun district,26.0,79.5
643,uttar-pradesh,rampur district,28.79406825,79.1859304458554
644,uttar-pradesh,ballia district,25.7506229,84.1472
645,uttar-pradesh,shravasti district,25.7506229,84.1472
646,uttar-pradesh,kasganj district,27.969777,78.5981655
647,uttar-pradesh,varanasi district,25.1297376,82.6059987
648,uttar-pradesh,gautam buddha nagar district,28.5770068,77.3394731
649,uttar-pradesh,basti district,28.630261,77.4133068
650,uttar-pradesh,shamli district,28.630261,77.4133068
651,uttar-pradesh,maharajganj district,27.1436733,83.5395965
652,uttar-pradesh,etawah district,26.7879984,79.0061831
653,uttar-pradesh,etah district,27.5562222,78.658988
654,uttar-pradesh,banda district,25.4892744,80.33507542764347
655,uttar-pradesh,bijnor district,29.3843229,78.13645
656,uttar-pradesh,hardoi district,28.0047122,78.476874
657,uttar-pradesh,amroha district,28.0047122,78.476874
658,uttar-pradesh,pilibhit district,28.49520765,80.10754080018077
659,uttar-pradesh,mainpuri district,27.2307398,79.0406375
660,uttar-pradesh,kanpur dehat district,27.2307398,79.0406375
661,uttar-pradesh,jaunpur district,25.7592013,82.6968142
662,uttar-pradesh,kaushambi district,28.64364045,77.32463494964549
663,uttar-pradesh,hapur district,28.7299677,77.775499
664,uttar-pradesh,meerut district,28.6859637,77.43533643685419
665,uttar-pradesh,mathura district,27.5591791,77.68175451707637
666,uttar-pradesh,chitrakoot district,25.19631215,80.91390945066726
667,uttar-pradesh,lalitpur district,24.6967125,78.411697
668,uttar-pradesh,mau district,25.2133779,83.0334827
669,uttar-pradesh,mirzapur district,24.9325993,82.64710860698771
670,uttar-pradesh,bulandshahr district,24.9325993,82.64710860698771
671,uttar-pradesh,gonda district,27.8306549,77.8773701
672,uttar-pradesh,jhansi district,28.6839951,77.4530398
673,uttar-pradesh,chandauli district,28.6839951,77.4530398
674,uttar-pradesh,bhadohi district,28.6839951,77.4530398
675,uttar-pradesh,saharanpur district,29.95566895,77.5596488632492
676,uttar-pradesh,bara banki district,26.9013312,81.2151601
677,uttar-pradesh,bareilly district,28.457876,79.40557093743058
678,uttar-pradesh,sitapur district,28.3548882,79.4185378
679,uttar-pradesh,sultanpur district,26.2627557,82.069966
680,uttar-pradesh,agra district,27.1705419,78.0107255
681,uttar-pradesh,fatehpur district,27.1705419,78.0107255
682,uttar-pradesh,rae bareli district,26.25,81.25
683,uttar-pradesh,firozabad district,28.3800183,79.4181912
684,uttar-pradesh,kheri district,28.4299696,80.3176448
685,uttar-pradesh,gorakhpur district,26.7494212,83.3665766
686,uttar-pradesh,unnao district,26.5,80.5
687,uttar-pradesh,prayagraj district,25.5,81.5
688,uttar-pradesh,sonbhadra district,25.5,81.5
689,uttar-pradesh,ghazipur district,28.6643991,77.3208548
690,uttar-pradesh,farrukhabad district,27.3817304,79.602854
691,uttar-pradesh,kannauj district,27.3817304,79.602854
692,uttar-pradesh,azamgarh district,26.0637645,83.1833871
693,uttar-pradesh,ayodhya district,26.0637645,83.1833871
694,uttar-pradesh,deoria district,28.3778393,79.9337825
695,uttar-pradesh,ghaziabad district,28.711241,77.4445372
696,uttarakhand,bageshwar district,28.711241,77.4445372
697,uttarakhand,udham singh nagar district,28.711241,77.4445372
698,uttarakhand,haridwar district,30.1921734,79.1874877
699,uttarakhand,champawat district,29.3321606,80.0928787
700,uttarakhand,nainital district,29.2185482,79.52951525
701,uttarakhand,dehradun district,29.2185482,79.52951525
702,uttarakhand,chamoli district,30.4996323,79.61879245944404
703,uttarakhand,almora district,30.6309236,78.1603603
704,uttarakhand,uttarkashi district,30.9654214,78.63368731187963
705,uttarakhand,pithoragarh district,30.12666775,80.48338013734374
706,uttarakhand,rudraprayag district,30.2864682,78.9814996
707,uttarakhand,pauri garhwal district,30.1507888,78.7737617
708,uttarakhand,tehri garhwal district,30.5,78.666667
709,west-bengal,south twenty four parganas district,30.5,78.666667
710,west-bengal,purba bardhaman district,30.5,78.666667
711,west-bengal,uttar dinajpur district,25.6098202,88.1327333
712,west-bengal,kalimpong district,27.02787695,88.64606085772425
713,west-bengal,murshidabad district,24.08632855,88.26684963941861
714,west-bengal,paschim medinipur district,21.8360051,87.4317229
715,west-bengal,dakshin dinajpur district,21.8360051,87.4317229
716,west-bengal,jalpaiguri district,26.62648365,88.73407701468993
717,west-bengal,purulia district,23.3409582,86.359433
718,west-bengal,north twenty four parganas district,23.3409582,86.359433
719,west-bengal,bankura district,23.0662415,87.3251923
720,west-bengal,jhargram district,22.447609,86.998449
721,west-bengal,howrah district,22.5801698,88.3362713
722,west-bengal,hooghly district,22.8924411,88.3994271
723,west-bengal,kolkata district,26.5257678,88.7198637
724,west-bengal,koch bihar district,26.25,89.5
725,west-bengal,alipurduar district,26.4811994,89.5279728
726,west-bengal,paschim bardhaman district,26.4811994,89.5279728
727,west-bengal,nadia district,23.4056806,88.4913312
728,west-bengal,birbhum district,24.0,87.583333
729,west-bengal,purba medinipur district,22.2788123,87.92250435718134
730,west-bengal,maldah district,25.0,88.0
731,west-bengal,darjiling district,26.75,88.25
